Burst, pop	40%	2,278	6.1	61	0.2	60	0.2	2,157	5.8
Wood block	40%	2,159	6.0	60	0.2	60	0.2	2,039	5.7
Harpsichord	40%	2,080	5.8	62	0.2	61	0.2	1,957	5.4
White noise	40%	1,808	5.0	60	0.2	60	0.2	1,688	4.7
Bathtub (filling or washing)	40%	1,691	4.7	60	0.2	60	0.2	1,571	4.4
Snake	40%	1,248	3.4	62	0.2	60	0.2	1,126	3.1
Environmental noise	40%	1,242	3.4	60	0.2	62	0.2	1,120	3.1
String section	40%	1,192	3.3	60	0.2	60	0.2	1,072	3.0
Cacophony	40%	856	2.4	59	0.2	60	0.2	737	2.0
Maraca	40%	592	1.6	59	0.2	59	0.2	474	1.3
Snort	40%	511	1.4	60	0.2	60	0.2	391	1.1
Yodeling	40%	491	1.4	61	0.2	60	0.2	370	1.0
Electric toothbrush	40%	293	0.8	60	0.2	60	0.2	173	0.5
Cupboard open or close	40%	190	0.5	60	0.2	60	0.2	70	0.2
Sound effect	38%	8,351	22.4	59	0.1	60	0.2	8,232	22.1
Tapping (guitar technique)	38%	1,808	5.0	62	0.2	60	0.2	1,686	4.7
Ship	38%	864	2.4	61	0.2	60	0.2	743	2.1
Sniff	38%	205	0.6	60	0.2	60	0.2	85	0.2
Pink noise	33%	1,010	2.8	60	0.2	60	0.2	890	2.5
Tubular bells	33%	514	1.4	61	0.2	60	0.2	393	1.1
Gong	33%	485	1.3	60	0.2	61	0.2	364	1.0
Flap	33%	469	1.3	60	0.2	60	0.2	349	1.0
Throat clearing	33%	355	0.9	60	0.2	60	0.2	235	0.6
Sigh	33%	321	0.9	60	0.2	59	0.2	202	0.5
Busy signal	33%	273	0.7	59	0.2	60	0.2	154	0.4
Zing	33%	203	0.6	60	0.2	59	0.2	84	0.2
Sidetone	33%	195	0.5	60	0.2	60	0.2	75	0.2
Crushing	33%	176	0.5	60	0.2	60	0.2	56	0.2
Yip	30%	2,363	6.5	61	0.2	60	0.2	2,242	6.2
Gurgling	30%	1,933	5.3	60	0.2	60	0.2	1,813	5.0
Jingle, tinkle	30%	1,233	3.4	61	0.2	62	0.2	1,110	3.1
Boiling	30%	447	1.2	60	0.2	60	0.2	327	0.9
Mains hum	30%	439	1.2	62	0.2	67	0.2	310	0.9
Humming	30%	429	1.2	60	0.2	60	0.2	309	0.9
Sonar	30%	333	0.9	60	0.2	59	0.2	214	0.6
Gasp	30%	329	0.9	60	0.2	60	0.2	209	0.6
Power windows, electric windows	30%	266	0.7	60	0.2	60	0.2	146	0.4
Splinter	30%	153	0.4	61	0.2	60	0.2	32	0.1
Heart murmur	29%	440	1.2	60	0.2	60	0.2	320	0.9
Air conditioning	29%	410	1.1	60	0.2	60	0.2	290	0.8
Pizzicato	25%	3,690	10.2	135	0.4	131	0.4	3,424	9.5
Ratchet, pawl	22%	700	1.9	61	0.2	60	0.2	579	1.6
Chirp tone	22%	231	0.6	60	0.2	60	0.2	111	0.3
Heavy engine (low frequency)	20%	4,233	11.7	60	0.2	60	0.2	4,113	11.4
Rustling leaves	20%	1,728	4.8	60	0.2	60	0.2	1,608	4.4
Speech synthesizer	20%	1,713	4.8	60	0.2	60	0.2	1,593	4.4
Rustle	20%	1,481	4.1	60	0.2	60	0.2	1,361	3.8
Clatter	20%	1,353	3.7	60	0.2	60	0.2	1,233	3.4
Slam	20%	845	2.2	60	0.2	61	0.2	724	1.9
Eruption	20%	797	2.2	60	0.2	60	0.2	677	1.9
Cap gun	20%	671	1.9	60	0.2	60	0.2	551	1.5
Synthetic singing	20%	650	1.8	60	0.2	60	0.2	530	1.5
Shuffle	20%	570	1.6	60	0.2	60	0.2	450	1.2
Wind chime	20%	567	1.6	60	0.2	60	0.2	447	1.2
Chop	20%	434	1.2	60	0.2	60	0.2	314	0.9
Scrape	20%	417	1.1	60	0.2	60	0.2	297	0.8
Squish	20%	376	1.0	60	0.2	60	0.2	256	0.7
Foghorn	20%	218	0.6	60	0.2	60	0.2	98	0.3
Dental drill, dentist's drill	20%	182	0.5	60	0.2	60	0.2	62	0.2
Harmonic	17%	747	2.1	60	0.2	60	0.2	627	1.7
Static	13%	526	1.4	60	0.2	60	0.2	406	1.1
Sailboat, sailing ship	11%	2,680	7.4	60	0.2	60	0.2	2,560	7.1
Cutlery, silverware	11%	874	2.4	60	0.2	60	0.2	754	2.1
Gears	11%	616	1.7	60	0.2	60	0.2	496	1.4
Chopping (food)	11%	206	0.6	60	0.2	60	0.2	86	0.2
Creak	11%	149	0.4	60	0.2	60	0.2	29	0.1
Fusillade	10%	1,649	4.6	60	0.2	61	0.2	1,528	4.2
Roll	0%	2,048	5.7	60	0.2	60	0.2	1,928	5.3
Electronic tuner	0%	1,439	4.0	60	0.2	60	0.2	1,319	3.7
Patter	0%	710	2.0	60	0.2	60	0.2	590	1.6
Electronic music	-	38,958	108.2	60	0.2	109	0.3	38,789	107.7
Dubstep	-	18,695	51.9	94	0.3	60	0.2	18,541	51.5
Techno	-	17,264	47.9	95	0.3	60	0.2	17,109	47.5
Rock and roll	-	9,321	25.9	86	0.2	60	0.2	9,175	25.5
Pop music	-	8,813	24.5	89	0.2	63	0.2	8,661	24.1
Rock music	-	8,475	23.5	92	0.3	69	0.2	8,314	23.1
Hip hop music	-	7,745	21.5	66	0.2	61	0.2	7,618	21.2
Classical music	-	6,874	19.1	61	0.2	60	0.2	6,753	18.8
Soundtrack music	-	6,630	18.4	60	0.2	60	0.2	6,510	18.0
House music	-	6,609	18.4	62	0.2	60	0.2	6,487	18.0
Heavy metal	-	6,459	17.9	69	0.2	60	0.2	6,330	17.6
Exciting music	-	5,638	15.6	60	0.2	60	0.2	5,518	15.3
Country	-	5,530	15.4	61	0.2	60	0.2	5,409	15.0
Electronica	-	5,441	15.1	87	0.2	60	0.2	5,294	14.7
Rhythm and blues	-	5,133	14.3	65	0.2	61	0.2	5,007	13.9
Background music	-	4,956	13.8	61	0.2	60	0.2	4,835	13.4
Dance music	-	4,930	13.7	86	0.2	62	0.2	4,782	13.3
Jazz	-	4,930	13.7	60	0.2	60	0.2	4,810	13.4
Mantra	-	4,904	13.6	60	0.2	61	0.2	4,783	13.3
Blues	-	4,768	13.2	63	0.2	62	0.2	4,643	12.9
Trance music	-	4,473	12.4	60	0.2	60	0.2	4,353	12.1
Electronic dance music	-	4,453	12.4	87	0.2	67	0.2	4,299	11.9
Theme music	-	4,342	12.0	61	0.2	61	0.2	4,220	11.7
Gospel music	-	4,287	11.9	61	0.2	62	0.2	4,164	11.6
Music of Latin America	-	4,141	11.5	60	0.2	60	0.2	4,021	11.2
Disco	-	4,137	11.5	62	0.2	64	0.2	4,011	11.1
Tender music	-	4,091	11.4	60	0.2	60	0.2	3,971	11.0
Punk rock	-	4,074	11.3	64	0.2	61	0.2	3,949	11.0
Funk	-	4,065	11.3	61	0.2	60	0.2	3,944	11.0
Music of Asia	-	3,924	10.9	65	0.2	64	0.2	3,795	10.5
Drum and bass	-	3,753	10.4	77	0.2	60	0.2	3,616	10.0
Vocal music	-	3,672	10.2	73	0.2	60	0.2	3,539	9.8
Progressive rock	-	3,529	9.8	68	0.2	62	0.2	3,399	9.4
Music for children	-	3,511	9.7	62	0.2	60	0.2	3,389	9.4
Video game music	-	3,369	9.3	60	0.2	60	0.2	3,249	9.0
Lullaby	-	3,247	9.0	60	0.2	60	0.2	3,127	8.7
Reggae	-	3,229	9.0	60	0.2	62	0.2	3,107	8.6
New-age music	-	3,162	8.8	60	0.2	60	0.2	3,042	8.4
Christian music	-	3,118	8.7	60	0.2	66	0.2	2,992	8.3
Independent music	-	3,019	8.4	63	0.2	62	0.2	2,894	8.0
Soul music	-	2,930	8.1	70	0.2	61	0.2	2,799	7.8
Music of Africa	-	2,907	8.1	95	0.3	60	0.2	2,752	7.6
Ambient music	-	2,835	7.9	60	0.2	60	0.2	2,715	7.5
Bluegrass	-	2,722	7.6	62	0.2	60	0.2	2,600	7.2
Afrobeat	-	2,704	7.5	65	0.2	60	0.2	2,579	7.2
Salsa music	-	2,559	7.1	60	0.2	62	0.2	2,437	6.8
Music of Bollywood	-	2,525	7.0	60	0.2	60	0.2	2,405	6.7
Beatboxing	-	2,483	6.9	61	0.2	60	0.2	2,362	6.6
Flamenco	-	2,365	6.6	61	0.2	60	0.2	2,244	6.2
Psychedelic rock	-	2,296	6.4	59	0.2	60	0.2	2,177	6.0
Opera	-	2,277	6.3	60	0.2	60	0.2	2,157	6.0
Folk music	-	2,220	6.2	61	0.2	60	0.2	2,099	5.8
Christmas music	-	2,138	5.9	60	0.2	61	0.2	2,017	5.6
Middle Eastern music	-	2,088	5.8	60	0.2	60	0.2	1,968	5.5
Grunge	-	2,018	5.6	61	0.2	61	0.2	1,896	5.3
Song	-	1,979	5.5	164	0.5	77	0.2	1,738	4.8
A capella	-	1,917	5.3	61	0.2	60	0.2	1,796	5.0
Sad music	-	1,770	4.9	60	0.2	60	0.2	1,650	4.6
Traditional music	-	1,754	4.9	60	0.2	60	0.2	1,634	4.5
Scary music	-	1,737	4.8	60	0.2	60	0.2	1,617	4.5
Ska	-	1,722	4.8	59	0.2	61	0.2	1,602	4.4
Chant	-	1,714	4.8	60	0.2	60	0.2	1,594	4.4
Carnatic music	-	1,663	4.6	63	0.2	61	0.2	1,539	4.3
Swing music	-	1,638	4.5	60	0.2	60	0.2	1,518	4.2
Happy music	-	1,459	4.1	60	0.2	61	0.2	1,338	3.7
Jingle (music)	-	1,438	4.0	60	0.2	60	0.2	1,318	3.6
Funny music	-	1,155	3.2	60	0.2	60	0.2	1,035	2.9
Angry music	-	1,105	3.1	60	0.2	60	0.2	985	2.7
Wedding music	-	811	2.3	60	0.2	60	0.2	691	1.9
Engine knocking	-	718	2.0	63	0.2	60	0.2	595	1.7
